Name,Predicted_Global_Sales,Actual_Global_Sales,,,,,
NHL 06,0.580083266,0.58,,-8.32659E-05,,,
NBA 2K12,0.160330497,0.16,,-0.000330497,,,
Cabela's Dangerous Hunts 2009,0.130565263,0.13,,-0.000565263,,,
Dragon Age: Origins,2.559361584,2.56,,0.000638416,,,
Exist Archive: The Other Side of the Sky,0.040227957,0.04,,-0.000227957,,,
Star Wars: The Force Unleashed II,1.430254519,1.43,,-0.000254519,,,
Famista 64,0.200326636,0.2,,-0.000326636,,,
NFL Quarterback Club 2002,0.220227472,0.22,,-0.000227472,,,
Indiana Jones and the Staff of Kings,0.280581743,0.28,,-0.000581743,,,
Garfield's Nightmare,0.010543153,0.02,,0.009456847,,,
The Legend of Spyro: Dawn of the Dragon,0.460480846,0.46,,-0.000480846,,,
NASCAR Heat 2002,0.160392068,0.16,,-0.000392068,,,
Taiko no Tatsujin Wii: Dodon to 2 Yome!,0.400335535,0.4,,-0.000335535,,,
nail'd,0.110115036,0.1,,-0.010115036,,,
Pokemon Battle Revolution,1.579615951,1.58,,0.000384049,,,
NBA 2K7,0.030293293,0.03,,-0.000293293,,,
Cel Damage,0.120577894,0.12,,-0.000577894,,,
Yamaha Supercross,0.070275538,0.07,,-0.000275538,,,
Imagine: Babysitters,1.080048077,1.08,,-4.80768E-05,,,
Fighter Maker 2,0.070305809,0.07,,-0.000305809,,,
Doraemon: Nobita and the Island of Miracles,0.080444805,0.08,,-0.000444805,,,
Sega Soccer Slam,0.060218215,0.07,,0.009781785,,,
NCAA Football 11,0.850146614,0.85,,-0.000146614,,,
Prince of Persia: Warrior Within,0.200215898,0.2,,-0.000215898,,,
Tony Hawk's Proving Ground,0.440395474,0.44,,-0.000395474,,,
The Darkness,0.660370737,0.66,,-0.000370737,,,
The Italian Job,0.0806178,0.08,,-0.0006178,,,
FlatOut 2,0.040525146,0.04,,-0.000525146,,,
Monster Rancher,1.010345183,1.01,,-0.000345183,,,
Tengen Toppa Gurren-Lagann,0.020452484,0.02,,-0.000452484,,,
Big Air Freestyle,0.050664186,0.05,,-0.000664186,,,
College Hoops 2K6,0.250243053,0.25,,-0.000243053,,,
Front Mission: Gun Hazard,0.240009472,0.24,,-9.47177E-06,,,
SNK Arcade Classics Vol. 1,0.1505761,0.15,,-0.0005761,,,
Fantastic 4: Flame On,0.290438809,0.28,,-0.010438809,,,
WWF SmackDown! Just Bring It,2.78982275,2.79,,0.00017725,,,
Mahjong,2.140113607,2.14,,-0.000113607,,,
Donkey Kong Country: Tropical Freeze,1.529967219,1.52,,-0.009967219,,,
X-Men: Destiny,0.060345531,0.06,,-0.000345531,,,
Postman Pat: Special Delivery Service,0.010386877,0.01,,-0.000386877,,,
Looney Tunes: Acme Arsenal,0.080272071,0.08,,-0.000272071,,,
Critical Depth,0.230442949,0.23,,-0.000442949,,,
Disgaea DS,0.180122398,0.18,,-0.000122398,,,
TransFormers Animated: The Game,0.160320982,0.16,,-0.000320982,,,
Heroes over Europe,0.130327493,0.14,,0.009672507,,,
Seek and Destroy,1.060560733,1.06,,-0.000560733,,,
Mahjong Taikai IV,0.010385431,0.01,,-0.000385431,,,
I Love Puppies,0.100128286,0.09,,-0.010128286,,,
LEGO Harry Potter: Years 5-7,0.660346948,0.66,,-0.000346948,,,
Blazblue: Continuum Shift Extend,0.120241232,0.11,,-0.010241232,,,
NCAA Football 09 All-Play,0.16028247,0.16,,-0.00028247,,,
Woody Woodpecker in Crazy Castle 5,0.010621272,0.01,,-0.000621272,,,
Overwatch,1.060850307,1.06,,-0.000850307,,,
Stormrise,0.020358078,0.02,,-0.000358078,,,
The Eye of Judgment,0.33035209,0.33,,-0.00035209,,,
Derby Stallion P,0.100353919,0.1,,-0.000353919,,,
Star Wars: Empire at War - Gold Pack,0.080486767,0.09,,0.009513233,,,
LEGO Battles,1.250136152,1.25,,-0.000136152,,,
Major League Baseball 2K12,0.150157571,0.15,,-0.000157571,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,0.240356006,0.24,,-0.000356006,,,
Buzz! Junior: Jungle Party,0.410347305,0.41,,-0.000347305,,,
Namco Museum: 50th Anniversary,0.190294638,0.2,,0.009705362,,,
God of War III,4.799264543,4.8,,0.000735457,,,
The King of Fighters NeoWave,0.020292856,0.02,,-0.000292856,,,
Dexter's Lab Chess Challenge,0.190379523,0.2,,0.009620477,,,
Commando,0.460430264,0.47,,0.009569736,,,
Hotel for Dogs,0.240114756,0.23,,-0.010114756,,,
ESPN International Track & Field,0.180350482,0.19,,0.009649518,,,
Steins;Gate 0,0.050011709,0.05,,-1.17093E-05,,,
South Park: Chef's Luv Shack,0.310366713,0.31,,-0.000366713,,,
Harukanaru Toki no Naka de 5,0.040035062,0.04,,-3.50615E-05,,,
Top Gun: Combat Zones,0.920166105,0.92,,-0.000166105,,,
Virtua Tennis 4: World Tour,0.420312621,0.42,,-0.000312621,,,
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,0.27035217,0.27,,-0.00035217,,,
Adventure Time: Finn & Jake Investigations,0.050453648,0.05,,-0.000453648,,,
I Am In The Movie,0.080324329,0.08,,-0.000324329,,,
Crazy Taxi: Catch a Ride,0.300330274,0.3,,-0.000330274,,,
Omega Labyrinth,0.050033785,0.05,,-3.37854E-05,,,
Starsky & Hutch,0.100475147,0.11,,0.009524853,,,
Marvel: Ultimate Alliance,0.380074799,0.38,,-7.47991E-05,,,
Raving Rabbids: Travel in Time 3D,0.38059479,0.38,,-0.00059479,,,
NASCAR The Game: Inside Line,0.100474626,0.1,,-0.000474626,,,
Ratatouille,0.6502726,0.66,,0.0097274,,,
Call of Juarez: Bound in Blood,0.60012722,0.6,,-0.00012722,,,
The Evil Within,1.789818272,1.79,,0.000181728,,,
Rampage 2: Universal Tour,0.230442949,0.23,,-0.000442949,,,
NBA 2K13,2.479938023,2.47,,-0.009938023,,,
My French Coach,0.16017773,0.17,,0.00982227,,,
Tiger Woods PGA Tour 09,0.350254856,0.36,,0.009745144,,,
Evil Dead: Hail to the King,0.270039976,0.27,,-3.99756E-05,,,
Nanashi no Game,0.080139868,0.08,,-0.000139868,,,
Treasure World,0.190203361,0.2,,0.009796639,,,
MotoGP 14 ,0.120270066,0.11,,-0.010270066,,,
Dissidia: Final Fantasy,2.229696907,2.23,,0.000303093,,,
Call of Duty: Modern Warfare 3,0.830590703,0.82,,-0.010590703,,,
Rayman Legends,0.140541099,0.14,,-0.000541099,,,
Resident Evil 3: Nemesis,3.720128916,3.72,,-0.000128916,,,
Super Mario 3D World,4.319680169,4.32,,0.000319831,,,
Olympic Summer Games: Atlanta 1996,0.110357821,0.1,,-0.010357821,,,
SoulCalibur,0.34024585,0.34,,-0.00024585,,,
Chaotic: Shadow Warriors,0.150411703,0.16,,0.009588297,,,
Ratatouille,0.500274464,0.5,,-0.000274464,,,
Soul Eater: Plot of Medusa,0.050448649,0.05,,-0.000448649,,,
NCAA Football 10,0.570116431,0.58,,0.009883569,,,
Gothic Universe,0.039823413,0.03,,-0.009823413,,,
Battle Princess of Arcadias,0.020170867,0.02,,-0.000170867,,,
Winx Club: Saving Alfea ,0.010260157,0.01,,-0.000260157,,,
Stoked: Big Air Edition,0.040515274,0.04,,-0.000515274,,,
Alien Breed Trilogy,0.020697586,0.02,,-0.000697586,,,
The Sims 3: World Adventures,0.580200464,0.57,,-0.010200464,,,
The King of Fighters '94 (CD),0.140110001,0.14,,-0.000110001,,,
Capcom vs. SNK: Millennium Fight 2000 Pro,0.050121516,0.05,,-0.000121516,,,
Disney's Kim Possible: Kimmunicator,0.130474128,0.13,,-0.000474128,,,
Battle of Giants: Dragons,0.610265531,0.62,,0.009734469,,,
Strawberry Nauts,0.010148823,0.01,,-0.000148823,,,
IHRA Drag Racing 2,1.31014701,1.31,,-0.00014701,,,
Samurai Warriors Chronicles,0.380485907,0.39,,0.009514093,,,
Hang On GP,0.070470437,0.07,,-0.000470437,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,0.030382872,0.03,,-0.000382872,,,
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,0.320368759,0.32,,-0.000368759,,,
Sonic Advance & Sonic Pinball Party Combo Pack,0.140381649,0.15,,0.009618351,,,
G-Saviour,0.070446089,0.07,,-0.000446089,,,
Big League Sports: Summer,0.10016042,0.09,,-0.01016042,,,
Imagine: Fashion Stylist,0.140126005,0.13,,-0.010126005,,,
Winx Club,0.070499688,0.07,,-0.000499688,,,
Super Mario Bros.,5.070295058,5.07,,-0.000295058,,,
Rio,0.170176059,0.18,,0.009823941,,,
Dungeon Siege III,0.379967958,0.39,,0.010032042,,,
Guitar Hero: Van Halen,0.290429756,0.29,,-0.000429756,,,
Balloon Fight,0.920539901,0.92,,-0.000539901,,,
Imagine: Animal Doctor,1.040049359,1.04,,-4.93592E-05,,,
Captain America: Super Soldier,0.05063533,0.05,,-0.00063533,,,
Reactor,0.220443226,0.22,,-0.000443226,,,
Raven Squad: Operation Hidden Dagger,0.100838177,0.09,,-0.010838177,,,
Barbie Horse Adventures: Riding Camp,0.180155858,0.19,,0.009844142,,,
RalliSport Challenge 2,0.269991323,0.27,,8.67665E-06,,,
Darksiders,0.150314279,0.15,,-0.000314279,,,
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,0.030036345,0.03,,-3.63451E-05,,,
Phantasy Star Portable 2,0.870018274,0.87,,-1.82736E-05,,,
The Sims 4: Luxury Party Stuff,0.010485269,0.02,,0.009514731,,,
Bratz: Girlz Really Rock,0.230213769,0.23,,-0.000213769,,,
Hasbro Family Game Night Fun Pack,0.060188241,0.07,,0.009811759,,,
2Xtreme,1.40027377,1.4,,-0.00027377,,,
Bionicle,0.080256894,0.09,,0.009743106,,,
DiRT 3,0.160641707,0.15,,-0.010641707,,,
Ride,0.050514646,0.05,,-0.000514646,,,
Ghostbusters II,0.210443802,0.21,,-0.000443802,,,
MySims,3.659882575,3.66,,0.000117425,,,
Suzumiya Haruhi no Tomadoi,0.130133472,0.13,,-0.000133472,,,
Rugby World Cup 2015,0.020223215,0.02,,-0.000223215,,,
SPRay,0.040318266,0.04,,-0.000318266,,,
NASCAR 2005: Chase for the Cup,1.410205774,1.41,,-0.000205774,,,
Fallout: New Vegas,4.059156701,4.05,,-0.009156701,,,
Stranger of Sword City,0.030155249,0.04,,0.009844751,,,
Rayman 2: The Great Escape,0.32060127,0.32,,-0.00060127,,,
Deus Ex,0.009836078,0.01,,0.000163922,,,
NCAA March Madness 06,0.2002066,0.2,,-0.0002066,,,
Just Dance: Disney Party 2,0.070251189,0.07,,-0.000251189,,,
Disney's Planes,0.080182835,0.07,,-0.010182835,,,
Bomberman Generation,0.259981774,0.25,,-0.009981774,,,
The Idolm@ster,0.080324329,0.08,,-0.000324329,,,
Playmobil Knights,0.050257877,0.06,,0.009742123,,,
Blazing Souls,0.020037621,0.02,,-3.76213E-05,,,
Ferrari F355 Challenge,0.060410447,0.05,,-0.010410447,,,
The Godfather: Mob Wars,0.100164063,0.1,,-0.000164063,,,
Max Payne,1.220451921,1.22,,-0.000451921,,,
Madden NFL 13,2.849911958,2.86,,0.010088042,,,
Midway's Greatest Arcade Hits Volume 1,0.240376674,0.24,,-0.000376674,,,
Petz Nursery,0.540086567,0.54,,-8.65674E-05,,,
Shawn Johnson Gymnastics,0.170156427,0.17,,-0.000156427,,,
Just Sing! Vol. 2,0.030387193,0.04,,0.009612807,,,
Nicktoons Collection: Game Boy Advance Video Volume 3,0.020386308,0.02,,-0.000386308,,,
Tiger Woods PGA Tour 2004,1.62008138,1.63,,0.00991862,,,
Gravity Falls: Legend of the Gnome Gemulets,0.030384347,0.04,,0.009615653,,,
World Championship Poker 2: Featuring Howard Lederer,0.130624212,0.14,,0.009375788,,,
Lego Star Wars: The Force Awakens,0.70997227,0.7,,-0.00997227,,,
Pachi-Slot Aruze Oukoku 2,0.540298298,0.54,,-0.000298298,,,
Sonic Advance,2.250310607,2.24,,-0.010310607,,,
Sega Rally Championship,1.160359226,1.16,,-0.000359226,,,
Psi-Ops: The Mindgate Conspiracy,0.180316783,0.17,,-0.010316783,,,
Radiant Historia,0.289789401,0.29,,0.000210599,,,
Crash 'N' Burn,0.090608567,0.09,,-0.000608567,,,
GT Advance Championship Racing,0.340400189,0.33,,-0.010400189,,,
Angry Birds Star Wars,0.330347732,0.34,,0.009652268,,,
Animal Planet: Vet Collection,0.05013667,0.05,,-0.00013667,,,
CID The Dummy,0.020502083,0.03,,0.009497917,,,
Just Dance 2016,0.320278227,0.32,,-0.000278227,,,
UFC Undisputed 2010,1.319884807,1.32,,0.000115193,,,
Ford Racing 3,0.090354122,0.09,,-0.000354122,,,
MVP Baseball 2005,1.539991878,1.54,,8.12203E-06,,,
AMF Bowling Pinbusters!,0.910276048,0.91,,-0.000276048,,,
Machi-ing Maker 4,0.020489931,0.02,,-0.000489931,,,
Pandora's Tower,0.309982188,0.31,,1.7812E-05,,,
Bass Pro Shops: The Hunt,0.220466055,0.23,,0.009533945,,,
SpongeBob SquarePants: Battle for Bikini Bottom,0.960454971,0.95,,-0.010454971,,,
Sniper Elite 3,0.280479133,0.28,,-0.000479133,,,
Trivial Pursuit,0.370220423,0.37,,-0.000220423,,,
Mobile Suit Gundam Side Story: Missing Link,0.120439693,0.12,,-0.000439693,,,
Daiya no Kuni no Alice: Wonderful Mirror World,0.010148823,0.01,,-0.000148823,,,
Roommate Asami: Okusama wa Joshikousei,0.020147547,0.02,,-0.000147547,,,
Power Rangers: Time Force,0.190447852,0.2,,0.009552148,,,
Rock Band 3,0.090350002,0.09,,-0.000350002,,,
Crime Life: Gang Wars,0.050295353,0.05,,-0.000295353,,,
Metal Slug Anthology,0.010860562,0.01,,-0.000860562,,,
Spyro: A Hero's Tail,0.150431775,0.14,,-0.010431775,,,
Mario Party,2.700181998,2.7,,-0.000181998,,,
Kawa no Nushi Tsuri,0.160341412,0.16,,-0.000341412,,,
Psychic Detective,0.010149539,0.01,,-0.000149539,,,
LEGO Indiana Jones 2: The Adventure Continues,1.020076491,1.02,,-7.64909E-05,,,
Space Invaders Extreme 2,0.190437943,0.19,,-0.000437943,,,
Shinken de Watashi ni Koi Shinasai! R,0.020452484,0.02,,-0.000452484,,,
Naruto Shippuden: Clash of Ninja Revolution 3,0.51021187,0.51,,-0.00021187,,,
Castlevania Judgment,0.160171762,0.16,,-0.000171762,,,
Stellaris,0.040295839,0.04,,-0.000295839,,,
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,0.230120674,0.23,,-0.000120674,,,
Iridium Runners,0.020355403,0.02,,-0.000355403,,,
UnchainBlades EXXiV,0.020037621,0.02,,-3.76213E-05,,,
Donkey Kong,3.080264084,3.07,,-0.010264084,,,
Disney's DuckTales,1.670496546,1.67,,-0.000496546,,,
From TV Animation One Piece: Grand Battle! 3,0.320086971,0.32,,-8.69709E-05,,,
Spawn: Armageddon,0.180180728,0.17,,-0.010180728,,,
Dungeon Siege III,0.36996989,0.37,,3.01105E-05,,,
Dragon Quest VII: Warriors of Eden,1.459865741,1.46,,0.000134259,,,
F1 ROC: Race of Champions,0.280330889,0.28,,-0.000330889,,,
Friend Collection,3.669917136,3.67,,8.28636E-05,,,
Zatch Bell! Mamodo Battles,0.080119997,0.08,,-0.000119997,,,
NHL 15,0.410209082,0.41,,-0.000209082,,,
Hot Wheels: World Race,0.140296079,0.14,,-0.000296079,,,
XCOM 2,0.040689781,0.05,,0.009310219,,,
Turok: Dinosaur Hunter,0.050690874,0.05,,-0.000690874,,,
Ms. Pac-Man: Maze Madness / Pac-Man World,0.230863385,0.24,,0.009136615,,,
Shining Ark,0.110026106,0.11,,-2.61062E-05,,,
Top Angler: Real Bass Fishing,0.100358389,0.11,,0.009641611,,,
MLB Power Pros,0.110257529,0.11,,-0.000257529,,,
Crazy Taxi,2.530491628,2.52,,-0.010491628,,,
Hands On! Tangrams,0.020870976,0.02,,-0.000870976,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.290355846,0.28,,-0.010355846,,,
J-League Jikkyou Winning Eleven 3,0.190337576,0.19,,-0.000337576,,,
WWF Attitude,1.760019407,1.76,,-1.94067E-05,,,
Monkey Madness: Island Escape,0.010256879,0.01,,-0.000256879,,,
Taiko no Tatsujin: Don Don! Mystery Adventure,0.100442246,0.1,,-0.000442246,,,
World Soccer Winning Eleven 7,0.240342982,0.24,,-0.000342982,,,
J-League Winning Eleven 2008: Club Championship,0.220338568,0.22,,-0.000338568,,,
Arcade Party Pak,0.110377818,0.11,,-0.000377818,,,
Fist of the North Star: Ken's Rage 2,0.299904458,0.3,,9.55418E-05,,,
Scooby-Doo! Unmasked,0.250598267,0.25,,-0.000598267,,,
Disney's Meet the Robinsons,0.080275774,0.08,,-0.000275774,,,
LEGO Indiana Jones: The Original Adventures,0.040346317,0.04,,-0.000346317,,,
Nobunaga no Yabou: Tenshoki,0.110478416,0.11,,-0.000478416,,,
Gran Turismo Concept 2001 Tokyo,1.850241557,1.84,,-0.010241557,,,
Yomawari,0.110135496,0.11,,-0.000135496,,,
NBA 2K10,0.390095778,0.4,,0.009904222,,,
Robotron X,0.09068878,0.08,,-0.01068878,,,
Monster Hunter Freedom,1.339916714,1.34,,8.32865E-05,,,
Tomb Raider: Underworld,0.180651993,0.19,,0.009348007,,,
Kuusen II,0.020332009,0.02,,-0.000332009,,,
Winning Post 7 Maximum 2008,0.010365434,0.01,,-0.000365434,,,
Stunt Race FX,0.350434609,0.35,,-0.000434609,,,
Hanjuku Eiyuu Tai 3D,0.170018427,0.17,,-1.84271E-05,,,
WWE SmackDown! vs. RAW 2006,2.929856166,2.94,,0.010143834,,,
"Prinny 2: Dawn of Operation Panties, Dood!",0.090609036,0.1,,0.009390964,,,
Kowloon's Gate,0.150126077,0.15,,-0.000126077,,,
Winter Sports: The Ultimate Challenge,1.240131192,1.24,,-0.000131192,,,
Blades of Time,0.09026511,0.1,,0.00973489,,,
Bakugan: Battle Trainer,0.13044209,0.13,,-0.00044209,,,
Major League Baseball 2K12,0.080161564,0.08,,-0.000161564,,,
FIFA World Cup Germany 2006,0.110238336,0.11,,-0.000238336,,,
WireWay,0.110044286,0.1,,-0.010044286,,,
Kirby's Block Ball,0.32083118,0.32,,-0.00083118,,,
Fable: The Journey,0.279878221,0.28,,0.000121779,,,
Gauntlet / Rampart,0.030190684,0.03,,-0.000190684,,,
Sports Champions,3.849501938,3.84,,-0.009501938,,,
Record of Agarest War Zero,0.13068635,0.12,,-0.01068635,,,
Grand Theft Auto V,21.04734023,21.04,,-0.007340229,,,
Cart World Series,0.300459228,0.3,,-0.000459228,,,
Kirby Tilt 'n' Tumble,1.230750114,1.23,,-0.000750114,,,
Need for Speed Underground,0.300378926,0.29,,-0.010378926,,,
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,0.010478109,0.01,,-0.000478109,,,
Kamen Rider Kabuto,0.060447365,0.06,,-0.000447365,,,
Ecco the Dolphin: Defender of the Future,0.139981307,0.14,,1.86929E-05,,,
The Price is Right,0.8201629,0.82,,-0.0001629,,,
D.C. III: Da Capo III,0.030146264,0.03,,-0.000146264,,,
Alien: Isolation,0.500489384,0.51,,0.009510616,,,
Just Dance 2014,0.370295957,0.38,,0.009704043,,,
Big Idea's VeggieTales: LarryBoy and the Bad Apple,0.010454476,0.02,,0.009545524,,,
We Sing Deutsche Hits,0.330366895,0.33,,-0.000366895,,,
MLB 16: The Show,0.890310124,0.89,,-0.000310124,,,
Kingdoms of Amalur: Reckoning,0.86949192,0.87,,0.00050808,,,
Future Tactics: The Uprising,0.03049235,0.03,,-0.00049235,,,
Road Trip: Shifting Gears,0.010275207,0.01,,-0.000275207,,,
Power Rangers Samurai,0.320231035,0.32,,-0.000231035,,,
EyeToy: Operation Spy,0.100243174,0.1,,-0.000243174,,,
The Incredible Hulk: Ultimate Destruction,0.530422792,0.54,,0.009577208,,,
The Lord of the Rings: The Battle for Middle-Earth II,0.020570703,0.02,,-0.000570703,,,
Guitar Freaks V & DrumMania V,0.030330732,0.03,,-0.000330732,,,
Outlaw Golf,0.080563247,0.08,,-0.000563247,,,
Teen Titans,0.330332242,0.33,,-0.000332242,,,
Ultimate Band,0.230239302,0.23,,-0.000239302,,,
The Legend of Spyro: A New Beginning,0.370502144,0.37,,-0.000502144,,,
NTRA Breeders' Cup World Thoroughbred Championships,0.140319154,0.13,,-0.010319154,,,
Jikkyou Powerful Pro Yakyuu DreamCast Edition,0.060359038,0.06,,-0.000359038,,,
Match 3 Madness,0.060671762,0.05,,-0.010671762,,,
Adventure Time: Finn & Jake Investigations,0.050453648,0.05,,-0.000453648,,,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,0.080444805,0.08,,-0.000444805,,,
Bratz: Super Babyz,0.280342899,0.28,,-0.000342899,,,
Spawn: Armageddon,0.450138465,0.44,,-0.010138465,,,
Under Night In-Birth,0.130107306,0.13,,-0.000107306,,,
D.C.I.F.: Da Capo Innocent Finale,0.030146264,0.03,,-0.000146264,,,
Onechanbara Z Kagura,0.030451208,0.03,,-0.000451208,,,
Moon Patrol,1.120632239,1.12,,-0.000632239,,,
Metroid II: Return of Samus,1.760010481,1.76,,-1.04809E-05,,,
SpongeBob vs The Big One: Beach Party Cook Off,0.389918678,0.39,,8.13225E-05,,,
Psychedelica of the Black Butterfly,0.020452484,0.02,,-0.000452484,,,
Rory McIlroy PGA Tour,0.270277075,0.27,,-0.000277075,,,
Pro Yaky? Spirits 3,0.160346247,0.16,,-0.000346247,,,
Sid Meier's Civilization V,1.669886656,1.68,,0.010113344,,,
Fuse (Insomniac),0.130686499,0.13,,-0.000686499,,,
CSI: Fatal Conspiracy,0.160044722,0.17,,0.009955278,,,
Puppet Show 3: Lost Town,0.020872436,0.02,,-0.000872436,,,
Pipe Mania,0.070812047,0.07,,-0.000812047,,,
Disney's PK: Out of the Shadows,0.130492993,0.12,,-0.010492993,,,
To Heart 2: Dungeon Travelers,0.050143711,0.05,,-0.000143711,,,
Mike Tyson's Punch-Out!!,3.019919299,3.02,,8.07014E-05,,,
TOCA Race Driver 2: Ultimate Racing Simulator,0.250483371,0.25,,-0.000483371,,,
Littlest Pet Shop: Beach Friends,0.270113051,0.27,,-0.000113051,,,
MotoGP,0.050380096,0.06,,0.009619904,,,
Dynasty Warriors Gundam,0.480483003,0.47,,-0.010483003,,,
Totally Spies!,0.030620858,0.03,,-0.000620858,,,
WWE SmackDown vs Raw 2008,0.990255564,0.98,,-0.010255564,,,
Spider-Man,0.530425847,0.53,,-0.000425847,,,
No More Heroes,0.549967967,0.55,,3.2033E-05,,,
Eat Lead: The Return of Matt Hazard,0.120704457,0.13,,0.009295543,,,
Jewel Quest IV: Heritage,0.060671762,0.06,,-0.000671762,,,
Homefront: The Revolution,0.350376584,0.35,,-0.000376584,,,
Iron Phoenix,0.02033557,0.02,,-0.00033557,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,0.060379036,0.06,,-0.000379036,,,
Unreal Anthology,0.020470157,0.02,,-0.000470157,,,
Nanostray 2,0.040523671,0.05,,0.009476329,,,
Petz Rescue: Ocean Patrol,0.379916772,0.37,,-0.009916772,,,
Gallop Racer 2006,0.110211462,0.1,,-0.010211462,,,
Summer Athletics: The Ultimate Challenge (Others sales),0.21036379,0.22,,0.00963621,,,
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,0.030146264,0.03,,-0.000146264,,,
World Championship Poker,0.960160352,0.95,,-0.010160352,,,
Rocksmith 2014,0.410347007,0.41,,-0.000347007,,,
Minority Report: Everybody Runs,0.090633579,0.1,,0.009366421,,,
Snowboard Kids,0.200358234,0.2,,-0.000358234,,,
Hitman (2016),0.050449573,0.05,,-0.000449573,,,
Dead or Alive Xtreme 3: Venus,0.030362874,0.03,,-0.000362874,,,
Jinsei Game DS,0.020384155,0.02,,-0.000384155,,,
Top Gear Rally,0.390462264,0.4,,0.009537736,,,
Zumba Fitness,6.699612945,6.71,,0.010387055,,,
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,0.030036345,0.03,,-3.63451E-05,,,
National Geographic Panda (JP sales),0.010333292,0.01,,-0.000333292,,,
CrossworDS,0.540675551,0.55,,0.009324449,,,
Karaoke Revolution Volume 3,0.320183821,0.32,,-0.000183821,,,
Nancy Drew: The White Wolf of Icicle Creek,0.150051937,0.15,,-5.19365E-05,,,
FIFA Soccer 07,0.060364023,0.06,,-0.000364023,,,
Power Poke Dash,0.030362874,0.03,,-0.000362874,,,
Otogi: Myth of Demons,0.130473331,0.13,,-0.000473331,,,
